Wall time,Step,Value
1567252652.4206846,0,1.6510798931121826
1567252942.2693481,1,1.3457175493240356
1567253229.1318955,2,1.2246367931365967
1567253515.1519394,3,1.1238683462142944
1567253802.5149963,4,1.0470830202102661
1567254089.108386,5,0.9517279863357544
1567254376.9167075,6,0.8455314636230469
1567254664.3012178,7,0.7495167851448059
1567254950.8506093,8,0.6461897492408752
1567255237.6106255,9,0.5541104674339294
1567255523.5551405,10,0.4749293923377991
1567255816.1285667,11,0.4356665015220642
1567256102.2454875,12,0.3794148862361908
1567256389.6787982,13,0.3241254687309265
1567256675.9003868,14,0.2778920531272888
1567256962.1988754,15,0.2584974765777588
1567257247.963104,16,0.2297484278678894
1567257533.6176586,17,0.2124193012714386
1567257819.3463447,18,0.1856202930212021
1567258106.5966961,19,0.1770090013742447
1567258834.780638,20,0.16679683327674866
1567259124.6957297,21,0.15127389132976532
1567259412.3306682,22,0.14117710292339325
1567259698.6176562,23,0.12909582257270813
1567259985.4415781,24,0.1195189505815506
1567260273.3337998,25,0.11404388397932053
1567260558.6131642,26,0.11015559732913971
1567260845.7028084,27,0.1043858677148819
1567261133.8570282,28,0.10169671475887299
1567261425.725664,29,0.09620369970798492
1567261712.9588127,30,0.0930769070982933
1567262001.8652148,31,0.08819407969713211
1567262289.8242648,32,0.08993686735630035
1567262578.08043,33,0.08822667598724365
1567262865.4693022,34,0.08457380533218384
1567263153.5229912,35,0.08469509333372116
1567263440.8886006,36,0.08177467435598373
1567263730.12465,37,0.07981710880994797
1567264017.5326428,38,0.07754173874855042
1567264753.9245474,39,0.07770951837301254
