Wall time,Step,Value
1567252652.4216905,0,2.378753185272217
1567252942.2696435,1,2.0674123764038086
1567253229.1320944,2,1.987239122390747
1567253515.1523259,3,1.921531319618225
1567253802.5151014,4,1.8672535419464111
1567254089.1085,5,1.8012378215789795
1567254376.9169147,6,1.6947553157806396
1567254664.3013248,7,1.6021982431411743
1567254950.8507893,8,1.5284209251403809
1567255237.6107438,9,1.4572839736938477
1567255523.5553346,10,1.3994892835617065
1567255816.128693,11,1.3575763702392578
1567256102.245641,12,1.3204985857009888
1567256389.6790059,13,1.2693850994110107
1567256675.900492,14,1.229935884475708
1567256962.1989856,15,1.2106696367263794
1567257247.9633248,16,1.1722099781036377
1567257533.6178563,17,1.1547507047653198
1567257819.3465538,18,1.1198303699493408
1567258106.596858,19,1.0990140438079834
1567258834.7808232,20,1.0769551992416382
1567259124.6958914,21,1.0579689741134644
1567259412.3307874,22,1.0348392724990845
1567259698.6178985,23,1.0173888206481934
1567259985.4418764,24,1.0137996673583984
1567260273.3339949,25,0.9903241991996765
1567260558.6134899,26,0.9807417392730713
1567260845.7030702,27,0.9614207148551941
1567261133.857177,28,0.9591730237007141
1567261425.7258222,29,0.9469274282455444
1567261712.9590027,30,0.9371998906135559
1567262001.865419,31,0.9243173003196716
1567262289.8243768,32,0.9212448000907898
1567262578.0805707,33,0.9240248799324036
1567262865.4696066,34,0.9112727642059326
1567263153.5231473,35,0.9080585241317749
1567263440.8887947,36,0.9078316688537598
1567263730.1248658,37,0.8989011645317078
1567264017.5328093,38,0.8976358771324158
1567264753.924662,39,0.8966424465179443
